AÑO;DISTRITO;BARRIO;Andalucía Hombre;Andalucía Mujer;Aragón Hombre;Aragón Mujer;Principado de Asturias Hombre;Principado de Asturias Mujer;Islas Baleares Hombre;Islas Baleares Mujer;Canarias Hombre;Canarias Mujer;Cantabria Hombre;Cantabria Mujer;Castilla y León Hombre;Castilla y León Mujer;Castilla-La Mancha Hombre;Castilla-La Mancha Mujer;Cataluña Hombre;Cataluña Mujer;Extremadura Hombre;Extremadura Mujer;Galicia Hombre;Galicia Mujer;Comunidad de Madrid Hombre;Comunidad de Madrid Mujer;Región de Murcia Hombre;Región de Murcia Mujer;Comunidad Foral de Navarra Hombre;Comunidad Foral de Navarra Mujer;Comunitat Valenciana Hombre;Comunitat Valenciana Mujer;País Vasco Hombre;País Vasco Mujer;La Rioja Hombre;La Rioja Mujer;Ciudad Autónoma de Ceuta Hombre;Ciudad Autónoma de Ceuta Mujer;Ciudad Autónoma de Melilla Hombre;Ciudad Autónoma de Melilla Mujer;Otro país Hombre;Otro país Mujer;No consta Hombre;No consta Mujer
2018;16. Hortaleza;163. Canillas;723;875;118;142;123;167;16;14;41;45;63;90;1.610;2.135;1.079;1.410;131;146;361;651;270;320;11.152;11.538;69;97;52;54;163;142;133;181;27;45;7;13;11;12;1.119;1.535;0;1
2018;16. Hortaleza;164. Pinar del Rey;1.006;1.300;128;159;140;207;28;14;62;80;103;108;1.844;2.538;1.165;1.633;177;181;607;903;289;386;13.733;14.330;92;109;37;54;176;164;186;196;30;44;22;21;24;27;1.886;2.677;1;1
2018;16. Hortaleza;165. Apóstol Santiago;413;378;41;55;53;50;11;13;28;22;28;45;367;498;276;353;51;54;145;226;213;192;4.254;4.471;100;57;10;20;65;68;44;53;11;15;8;7;9;7;558;692;0;0
2018;16. Hortaleza;166. Valdefuentes;1.137;1.233;265;261;275;264;45;35;117;119;169;162;1.520;1.718;738;836;412;354;378;436;516;558;18.995;18.583;179;176;84;88;335;331;423;469;51;62;19;10;15;16;1.895;2.318;0;0
2018;17. Villaverde;17. Villaverde;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;17. Villaverde;17. Villaverde;2.087;2.642;124;172;200;243;37;33;79;61;80;135;2.710;3.576;4.575;5.847;256;274;2.364;3.171;480;591;35.003;34.935;151;163;42;51;263;293;214;224;35;42;32;34;36;43;8.935;11.336;1;1
2018;17. Villaverde;171. Villaverde Alto, Casco Histórico de Villaverde;580;733;30;41;55;61;12;7;21;21;26;48;646;865;1.591;2.084;80;73;731;1.077;120;143;10.485;10.508;46;34;9;14;58;83;70;70;7;17;9;11;7;11;2.630;3.323;1;0
2018;17. Villaverde;172. San Cristóbal;118;150;4;8;13;12;1;2;7;5;5;8;172;245;208;314;17;22;118;163;20;39;2.770;2.721;18;23;1;0;26;27;13;17;4;3;2;2;2;1;1.689;2.002;0;0
2018;17. Villaverde;173. Butarque;259;268;20;27;33;42;5;8;15;9;6;14;338;398;418;484;32;36;238;293;65;75;5.922;5.789;16;25;7;4;37;38;31;31;6;3;4;3;2;3;871;1.198;0;0
2018;17. Villaverde;174. Los Rosales;542;676;32;35;55;64;9;6;19;17;21;31;779;985;1.236;1.509;51;76;664;809;144;159;8.667;8.547;32;38;8;14;66;63;55;63;6;11;9;10;14;17;2.118;2.673;0;0
2018;17. Villaverde;175. Ángeles;588;815;38;61;44;64;10;10;17;9;22;34;775;1.083;1.122;1.456;76;67;613;829;131;175;7.159;7.370;39;43;17;19;76;82;45;43;12;8;8;8;11;11;1.627;2.140;0;1
2018;18. Villa de Vallecas;18. Villa de Vallecas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;18. Villa de Vallecas;18. Villa de Vallecas;1.724;1.983;174;177;259;247;51;41;96;99;106;116;1.913;2.522;2.351;2.980;289;339;1.236;1.592;396;462;34.913;34.311;121;141;37;49;293;343;250;265;45;39;27;22;29;30;3.979;5.036;0;0
2018;18. Villa de Vallecas;181. Casco Histórico de Vallecas;629;758;36;40;57;43;15;18;29;31;28;29;594;810;1.013;1.292;61;85;592;801;85;121;11.068;11.152;30;26;3;11;63;95;55;45;11;10;9;7;8;8;1.743;2.113;0;0
2018;18. Villa de Vallecas;182. Santa Eugenia;402;562;53;56;51;60;8;6;15;15;23;32;567;810;665;867;75;80;300;431;104;135;7.577;7.463;28;54;7;14;66;67;36;64;4;10;4;7;13;11;599;720;0;0
2018;18. Villa de Vallecas;183. Ensanche de Vallecas;693;663;85;81;151;144;28;17;52;53;55;55;752;902;673;821;153;174;344;360;207;206;16.268;15.696;63;61;27;24;164;181;159;156;30;19;14;8;8;11;1.637;2.203;0;0
2018;19. Vicálvaro;19. Vicálvaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;19. Vicálvaro;19. Vicálvaro;1.152;1.310;87;90;144;173;28;25;48;43;54;71;1.727;2.178;1.941;2.420;159;199;954;1.257;234;329;21.745;21.642;99;93;43;39;139;164;169;158;26;18;11;17;15;26;2.383;3.045;0;0
2018;19. Vicálvaro;191. Casco Histórico de Vicálvaro;624;769;31;30;61;67;7;12;21;16;15;26;792;1.057;1.158;1.503;57;67;611;818;104;166;8.329;8.021;39;41;13;21;56;72;55;51;8;11;3;8;4;9;1.570;1.900;0;0
2018;19. Vicálvaro;192. Valdebernardo;273;280;32;34;36;49;8;5;16;17;27;26;523;686;432;527;49;63;189;238;55;73;5.607;5.853;24;18;19;11;47;40;47;44;12;2;7;4;7;10;471;699;0;0
2018;19. Vicálvaro;193. Valderribas;222;235;19;25;43;53;10;7;8;10;11;18;376;404;306;354;48;61;130;185;62;82;6.892;6.898;35;29;9;6;31;50;61;57;6;5;1;5;4;7;290;400;0;0
2018;19. Vicálvaro;194. El Cañaveral;33;26;5;1;4;4;3;1;3;0;1;1;36;31;45;36;5;8;24;16;13;8;917;870;1;5;2;1;5;2;6;6;0;0;0;0;0;0;52;46;0;0
2018;20. San Blas-Canillejas;20. San Blas-Canillejas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;20. San Blas-Canillejas;20. San Blas-Canillejas;2.617;3.338;347;385;388;451;60;64;163;153;184;246;3.889;5.259;3.283;4.482;491;498;1.468;2.158;674;819;44.602;45.237;220;284;111;116;471;489;411;459;87;119;41;42;39;50;6.338;8.512;1;1
2018;20. San Blas-Canillejas;201. Simancas;443;536;67;67;77;82;12;16;33;22;46;55;579;789;501;698;83;77;223;303;120;143;7.009;7.339;35;41;19;23;99;88;83;96;13;16;8;4;10;7;1.478;1.992;0;0
2018;20. San Blas-Canillejas;202. Hellín;137;218;12;12;12;9;1;2;7;8;8;7;163;274;182;324;12;18;88;145;26;36;2.532;2.613;7;16;3;4;16;28;9;14;3;5;0;2;1;2;442;593;0;0
2018;20. San Blas-Canillejas;203. Amposta;100;188;8;12;7;14;2;2;9;1;4;5;102;201;144;222;12;16;83;124;25;29;2.271;2.265;14;14;4;3;16;20;10;9;3;2;1;2;0;1;514;740;0;0
2018;20. San Blas-Canillejas;204. Arcos;356;554;30;23;34;55;4;6;19;17;23;19;440;638;430;639;51;49;259;418;64;72;7.443;7.627;30;42;12;10;55;59;53;44;9;12;4;7;5;6;980;1.285;0;0
2018;20. San Blas-Canillejas;205. Rosas;490;600;86;103;82;96;8;12;20;32;35;42;1.010;1.200;749;885;111;129;263;382;145;159;10.523;10.651;38;59;21;30;92;104;87;97;23;27;11;6;4;7;634;854;0;1
2018;20. San Blas-Canillejas;206. Rejas;324;358;59;45;60;69;14;10;33;27;27;39;329;420;265;342;82;76;99;137;111;128;4.463;4.300;28;31;10;10;71;56;52;70;13;11;6;5;2;4;801;993;0;0
2018;20. San Blas-Canillejas;207. Canillejas;566;673;43;59;66;84;13;10;26;31;21;49;903;1.254;770;1.059;79;72;376;534;122;161;6.944;6.958;54;54;27;15;75;72;56;61;12;23;8;11;12;15;1.202;1.657;1;0
2018;20. San Blas-Canillejas;208. El Salvador;201;211;42;64;50;42;6;6;16;15;20;30;363;483;242;313;61;61;77;115;61;91;3.417;3.484;14;27;15;21;47;62;61;68;11;23;3;5;5;8;287;398;0;0
2018;21. Barajas;21. Barajas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2018;21. Barajas;21. Barajas;1.034;1.159;160;217;193;225;56;45;101;100;108;128;1.197;1.415;905;1.037;274;283;393;538;361;403;14.888;14.700;105;119;56;65;235;239;273;284;37;43;25;12;26;19;1.477;2.022;0;0
2018;21. Barajas;211. Alameda de Osuna;374;462;98;126;79;93;15;15;40;44;53;61;549;699;364;445;123;162;125;173;146;179;6.154;6.081;47;51;23;36;112;127;143;142;22;28;11;4;16;12;495;650;0;0
2018;21. Barajas;212. Aeropuerto;45;45;1;3;6;7;5;0;4;0;1;1;59;58;55;62;5;2;32;33;19;18;421;339;0;4;0;0;5;2;7;6;0;0;0;0;0;0;96;121;0;0
2018;21. Barajas;213. Casco Histórico de Barajas;202;214;13;19;27;36;11;6;15;16;23;11;167;145;175;204;27;21;104;145;56;55;1.790;1.760;9;14;3;4;21;27;16;21;3;2;2;0;4;0;353;485;0;0
2018;21. Barajas;214. Timón;265;261;22;29;51;44;11;14;26;22;17;32;277;329;199;218;56;45;97;136;73;89;3.929;4.035;25;27;16;12;43;29;57;52;4;5;8;7;3;5;362;527;0;0
2018;21. Barajas;215. Corralejos;148;177;26;40;30;45;14;10;16;18;14;23;145;184;112;108;63;53;35;51;67;62;2.594;2.485;24;23;14;13;54;54;50;63;8;8;4;1;3;2;171;239;0;0
2019;01. Centro;01. Centro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;01. Centro;01. Centro;3.676;3.038;621;614;1.005;1.016;109;100;336;252;465;426;3.943;4.796;2.689;3.000;1.080;895;1.176;1.373;1.610;1.726;24.878;24.529;552;434;307;322;1.243;1.082;1.146;1.098;191;229;54;37;52;49;7.260;7.312;4;1
2019;01. Centro;011. Palacio;590;506;89;117;173;171;18;19;54;46;83;79;684;845;443;562;183;166;195;237;247;288;4.962;4.992;94;65;46;64;197;184;178;190;28;34;10;3;9;6;1.001;1.064;1;0
2019;01. Centro;012. Embajadores;1.164;971;172;170;286;295;42;34;100;84;135;104;1.173;1.461;898;1.051;323;262;388;477;462;471;7.890;7.930;154;155;98;90;375;343;296;325;54;79;14;17;16;12;2.539;2.357;0;0
2019;01. Centro;013. Cortes;265;239;65;48;67;91;6;7;27;15;28;41;263;315;229;205;104;78;89;89;147;137;1.903;1.837;45;33;24;25;97;87;78;75;19;20;1;5;1;2;566;610;0;0
2019;01. Centro;014. Justicia;556;463;95;96;146;138;15;14;50;36;64;69;502;595;337;320;162;132;163;150;245;244;3.205;3.102;75;52;50;49;188;145;215;206;31;24;7;4;9;8;950;956;2;0
2019;01. Centro;015. Universidad;896;700;171;143;277;263;25;22;85;60;126;115;1.077;1.306;628;725;251;210;289;355;412;485;5.704;5.624;158;105;78;77;316;271;301;237;49;59;22;8;14;16;1.722;1.866;1;1
2019;01. Centro;016. Sol;205;159;29;40;56;58;3;4;20;11;29;18;244;274;154;137;57;47;52;65;97;101;1.214;1.044;26;24;11;17;70;52;78;65;10;13;0;0;3;5;482;459;0;0
2019;02. Arganzuela;02. Arganzuela;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;02. Arganzuela;02. Arganzuela;3.328;3.567;596;703;774;900;71;89;219;200;322;370;5.184;7.521;4.521;5.936;735;739;1.706;2.290;1.161;1.508;37.951;40.219;411;457;219;278;886;918;786;915;163;253;79;86;83;88;4.942;6.426;1;3
2019;02. Arganzuela;021. Imperial;472;547;91;92;104;125;11;15;41;51;45;54;832;1.255;590;810;129;102;277;339;179;226;5.941;6.316;63;71;22;44;134;141;108;136;29;51;30;31;31;30;527;713;1;1
2019;02. Arganzuela;022. Acacias;731;830;127;173;185;228;14;21;36;40;94;93;1.419;2.121;1.167;1.520;166;171;389;541;265;370;9.350;10.268;94;105;51;69;195;221;194;203;38;64;15;12;11;11;817;1.110;0;1
2019;02. Arganzuela;023. Chopera;408;441;65;85;66;91;9;8;32;17;33;49;573;932;580;847;63;80;214;318;147;200;4.330;4.757;47;45;24;35;102;112;73;107;15;19;5;8;19;15;975;1.269;0;0
2019;02. Arganzuela;024. Legazpi;432;445;83;92;107;121;6;13;29;24;36;47;630;780;462;532;91;89;194;225;174;180;5.772;5.678;55;58;39;31;115;105;128;126;23;38;9;10;3;10;485;624;0;0
2019;02. Arganzuela;025. Delicias;626;641;112;137;148;161;12;19;41;28;59;59;866;1.240;875;1.096;142;141;298;431;200;281;6.840;7.053;76;89;41;52;169;169;139;158;22;34;10;12;13;12;1.012;1.314;0;0
2019;02. Arganzuela;026. Palos de Moguer;633;637;111;120;157;168;19;12;39;39;54;66;816;1.139;815;1.095;138;150;320;420;191;244;5.237;5.686;70;89;40;47;169;164;139;178;36;43;10;13;6;9;1.092;1.355;0;1
2019;02. Arganzuela;027. Atocha;26;26;7;4;7;6;0;1;1;1;1;2;48;54;32;36;6;6;14;16;5;7;481;461;6;0;2;0;2;6;5;7;0;4;0;0;0;1;34;41;0;0
2019;03. Retiro;03. Retiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;03. Retiro;03. Retiro;2.438;2.981;512;696;525;610;86;94;189;205;300;405;3.438;5.135;2.860;4.009;582;750;960;1.304;913;1.160;31.492;34.416;337;376;197;235;673;796;685;959;116;186;61;63;67;81;3.043;4.337;3;2
2019;03. Retiro;031. Pacífico;685;816;140;192;153;174;26;23;43;49;87;99;1.044;1.627;899;1.325;128;199;296;383;236;306;8.203;9.173;88;117;49;57;163;186;159;227;36;50;16;16;20;29;964;1.368;2;1
2019;03. Retiro;032. Adelfas;414;472;64;92;73;75;8;8;34;31;39;52;645;966;534;717;90;105;173;221;117;142;5.066;5.493;51;42;24;27;97;94;79;92;13;19;4;5;6;7;443;553;1;1
2019;03. Retiro;033. Estrella;446;561;98;142;88;108;18;17;36;39;52;68;707;967;555;725;112;132;197;255;169;216;6.868;7.282;78;67;48;58;134;186;130;197;27;51;11;10;9;12;416;662;0;0
2019;03. Retiro;034. Ibiza;412;541;93;140;99;135;13;18;29;32;57;89;483;800;445;661;112;147;163;253;190;257;5.262;5.889;51;79;36;39;95;152;146;215;12;26;6;12;6;10;651;955;0;0
2019;03. Retiro;035. Los Jerónimos;190;207;42;59;36;42;9;9;24;18;25;31;164;208;124;180;55;58;42;62;92;90;1.598;1.732;36;27;19;21;68;45;65;66;11;18;13;13;16;16;260;322;0;0
2019;03. Retiro;036. Niño Jesús;291;384;75;71;76;76;12;19;23;36;40;66;395;567;303;401;85;109;89;130;109;149;4.495;4.847;33;44;21;33;116;133;106;162;17;22;11;7;10;7;309;477;0;0
2019;04. Salamanca;04. Salamanca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;04. Salamanca;04. Salamanca;3.225;4.087;626;915;860;1.192;112;118;238;286;478;717;3.741;5.690;2.665;3.878;919;1.118;1.038;1.515;1.287;1.757;31.983;35.782;443;580;294;423;923;1.215;1.198;1.712;159;272;37;73;73;88;4.883;7.466;1;1
2019;04. Salamanca;041. Recoletos;372;442;59;86;125;158;19;23;33;44;81;99;315;423;181;258;147;165;84;109;168;177;3.134;3.365;42;56;47;74;134;141;219;291;21;26;3;2;8;5;611;946;0;0
2019;04. Salamanca;042. Goya;625;824;142;213;176;260;20;23;43;54;81;151;740;1.154;648;846;179;260;206;350;269;354;6.109;6.965;102;119;55;71;185;241;224;312;35;59;4;11;17;18;1.021;1.602;0;0
2019;04. Salamanca;043. Fuente del Berro;456;572;84;111;114;143;19;13;39;31;39;78;647;1.002;460;724;100;132;194;260;154;259;4.615;5.338;51;81;21;54;120;147;112;149;20;31;8;10;4;12;723;1.080;0;0
2019;04. Salamanca;044. Guindalera;955;1.153;176;259;199;280;25;25;71;85;142;203;1.183;1.816;805;1.179;231;264;297;427;355;471;10.260;11.165;136;162;71;92;255;321;241;364;49;80;11;25;29;27;1.275;1.833;1;1
2019;04. Salamanca;045. Lista;429;626;102;147;122;194;11;18;19;40;76;95;522;826;377;580;147;154;164;251;183;293;4.381;4.957;58;93;44;65;118;202;155;270;21;48;7;18;10;15;673;1.017;0;0
2019;04. Salamanca;046. Castellana;388;470;63;99;124;157;18;16;33;32;59;91;334;469;194;291;115;143;93;118;158;203;3.484;3.992;54;69;56;67;111;163;247;326;13;28;4;7;5;11;580;988;0;0
2019;05. Chamartín;05. Chamartín;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;05. Chamartín;05. Chamartín;2.998;3.698;691;939;879;1.111;133;120;274;325;509;705;3.886;5.814;2.118;3.013;1.015;1.166;805;1.210;1.215;1.693;37.413;40.465;407;513;335;384;908;1.138;1.292;1.796;231;309;52;69;83;93;4.246;6.589;0;1
2019;05. Chamartín;051. El Viso;380;451;72;90;95;129;18;14;36;40;64;84;308;479;181;250;148;130;71;100;144;173;4.554;4.872;43;44;64;61;104;140;221;305;17;26;4;6;9;11;506;858;0;0
2019;05. Chamartín;052. Prosperidad;750;900;162;231;180;249;27;25;54;74;94;158;1.155;1.865;653;980;201;209;233;395;308;398;8.798;9.743;108;108;58;76;239;309;231;317;51;86;22;18;22;22;1.163;1.661;0;0
2019;05. Chamartín;053. Ciudad Jardín;365;455;61;124;110;123;9;15;30;43;56;72;499;792;317;461;97;125;101;179;139;200;4.510;4.913;43;60;37;37;115;134;133;199;20;33;4;8;9;18;643;959;0;0
2019;05. Chamartín;054. Hispanoamérica;673;838;176;231;204;267;22;23;69;69;144;192;869;1.219;443;621;256;306;174;262;272;397;8.318;9.137;99;147;73;100;209;247;305;429;60;70;11;21;26;16;778;1.311;0;0
2019;05. Chamartín;055. Nueva España;434;592;135;159;183;221;28;28;57;58;96;124;572;775;250;345;207;250;102;153;212;312;6.725;7.072;58;79;71;69;141;219;280;358;55;56;6;13;6;11;664;1.110;0;1
2019;05. Chamartín;056. Castilla;396;462;85;104;107;122;29;15;28;41;55;75;483;684;274;356;106;146;124;121;140;213;4.508;4.728;56;75;32;41;100;89;122;188;28;38;5;3;11;15;492;690;0;0
2019;06. Tetuán;06. Tetuán;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;06. Tetuán;06. Tetuán;2.982;3.133;531;626;700;871;90;105;191;207;355;454;4.818;6.975;2.582;3.609;631;706;1.198;1.743;1.200;1.527;32.731;34.461;360;382;185;248;764;798;675;868;172;216;51;72;59;72;8.155;11.694;2;3
2019;06. Tetuán;061. Bellas Vistas;455;479;89;79;111;136;12;18;25;30;55;70;899;1.360;492;640;95;116;181;275;181;206;5.502;5.692;52;46;22;37;112;131;85;103;25;33;3;13;11;3;1.826;2.575;1;0
2019;06. Tetuán;062. Cuatro Caminos;832;970;171;221;216;295;29;37;52;61;106;145;1.173;1.649;623;850;158;223;294;424;367;530;7.145;7.622;99;127;75;81;239;248;219;308;49;71;16;18;20;26;1.400;2.082;0;1
2019;06. Tetuán;063. Castillejos;478;503;110;142;133;170;17;16;42;49;63;90;692;1.010;336;520;137;125;146;260;218;253;4.221;4.542;74;83;36;53;145;153;132;175;44;43;16;14;7;16;813;1.201;0;0
2019;06. Tetuán;064. Almenara;410;422;52;59;65;81;12;13;24;20;43;45;579;814;320;489;79;74;208;258;118;163;5.630;5.987;41;53;14;23;71;68;86;76;14;26;8;10;7;14;1.042;1.471;1;1
2019;06. Tetuán;065. Valdeacederas;435;401;50;61;95;88;14;17;22;23;45;45;760;1.037;393;524;81;78;193;271;166;171;5.511;5.560;45;34;24;26;99;96;81;107;21;26;4;12;5;8;1.473;2.072;0;0
2019;06. Tetuán;066. Berruguete;372;358;59;64;80;101;6;4;26;24;43;59;715;1.105;418;586;81;90;176;255;150;204;4.722;5.058;49;39;14;28;98;102;72;99;19;17;4;5;9;5;1.601;2.293;0;1
2019;07. Chamberí;07. Chamberí;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;07. Chamberí;07. Chamberí;3.289;3.950;696;928;928;1.248;122;116;250;323;449;687;4.378;6.879;2.788;4.060;819;960;1.190;1.710;1.427;2.006;29.955;33.897;520;548;282;414;933;1.224;1.092;1.560;236;326;60;82;75;80;4.398;6.373;2;4
2019;07. Chamberí;071. Gaztambide;535;633;114;153;162;221;16;11;45;48;79;102;818;1.225;563;831;104;151;239;337;258;362;4.799;5.352;109;91;41;55;126;189;139;190;52;60;5;12;16;13;672;1.024;0;0
2019;07. Chamberí;072. Arapiles;565;719;111;142;182;240;14;20;41;57;73;116;842;1.376;564;777;118;105;249;325;226;304;5.140;5.775;84;102;46;47;175;169;154;231;55;68;16;12;11;13;820;1.089;1;2
2019;07. Chamberí;073. Trafalgar;611;651;111;144;173;207;16;16;35;38;70;115;744;1.108;415;662;168;172;188;267;262;355;5.122;5.873;93;84;43;73;178;241;208;251;22;55;5;7;12;8;928;1.271;0;1
2019;07. Chamberí;074. Almagro;426;523;98;102;126;157;31;27;37;54;68;94;475;706;281;378;167;174;93;156;184;265;4.222;4.811;70;76;49;98;137;178;243;348;31;34;6;11;8;7;704;1.035;0;0
2019;07. Chamberí;075. Ríos Rosas;661;797;150;206;168;239;27;25;55;66;78;142;844;1.354;517;750;157;224;220;348;273;415;5.918;6.661;85;90;57;75;184;232;216;345;42;62;17;30;12;22;884;1.284;1;0
2019;07. Chamberí;076. Vallehermoso;491;627;112;181;117;184;18;17;37;60;81;118;655;1.110;448;662;105;134;201;277;224;305;4.754;5.425;79;105;46;66;133;215;132;195;34;47;11;10;16;17;390;670;0;1
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;08. Fuencarral-El Pardo;08. Fuencarral-El Pardo;5.006;5.596;891;1.006;993;1.207;156;160;335;337;564;680;8.236;11.065;4.617;6.166;1.284;1.366;2.368;3.336;1.800;2.220;69.580;71.064;601;642;330;397;1.132;1.187;1.322;1.553;209;307;77;82;101;124;6.991;9.774;1;2
2019;08. Fuencarral-El Pardo;081. El Pardo;165;107;13;10;16;9;0;0;5;6;3;3;93;148;95;95;23;12;47;58;31;35;1.026;1.032;19;6;3;4;33;16;13;6;3;3;2;0;3;4;56;68;0;0
2019;08. Fuencarral-El Pardo;082. Fuentelarreina;63;81;23;15;21;21;3;5;9;11;13;18;78;100;31;40;29;32;8;19;39;42;953;1.030;16;15;5;8;17;15;42;53;1;5;0;1;1;1;87;154;0;0
2019;08. Fuencarral-El Pardo;083. Peñagrande;807;1.029;133;156;153;203;23;22;49;35;56;97;1.809;2.456;1.018;1.309;166;193;465;640;283;387;12.313;12.793;95;106;38;57;186;179;168;214;39;56;12;18;14;24;1.199;1.645;0;0
2019;08. Fuencarral-El Pardo;084. Pilar;970;1.228;133;171;159;203;22;34;44;56;88;108;1.784;2.643;1.159;1.710;161;168;740;1.096;303;395;10.642;10.956;71;101;42;52;162;186;132;179;32;54;17;16;23;31;1.761;2.463;0;0
2019;08. Fuencarral-El Pardo;085. La Paz;711;805;189;201;163;214;18;13;44;55;118;142;1.587;2.075;778;1.016;160;185;346;460;336;427;8.791;9.332;136;121;49;54;164;170;183;222;59;73;11;16;21;26;693;944;0;0
2019;08. Fuencarral-El Pardo;086. Valverde;1.204;1.238;171;201;247;270;35;45;97;83;139;147;1.552;2.034;843;1.160;320;326;436;634;380;467;18.388;18.423;132;136;67;82;243;302;334;386;40;57;19;15;20;13;2.153;3.050;0;0
2019;08. Fuencarral-El Pardo;087. Mirasierra;649;722;151;173;153;186;34;26;49;63;101;116;908;1.103;470;567;276;299;202;276;285;316;11.120;11.243;80;110;92;107;202;197;308;347;22;41;11;14;13;21;701;1.005;1;2
2019;08. Fuencarral-El Pardo;088. El Goloso;437;386;78;79;81;101;21;15;38;28;46;49;425;506;223;269;149;151;124;153;143;151;6.347;6.255;52;47;34;33;125;122;142;146;13;18;5;2;6;4;341;445;0;0
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;09. Moncloa-Aravaca;09. Moncloa-Aravaca;2.211;2.537;461;532;565;723;81;102;190;230;327;398;3.744;5.366;2.074;2.878;639;722;912;1.384;1.099;1.369;31.556;33.078;341;339;166;251;640;729;807;1.039;113;173;49;50;64;74;3.543;5.278;0;0
2019;09. Moncloa-Aravaca;091. Casa de Campo;239;293;48;49;60;60;8;14;26;32;36;41;494;709;241;378;49;55;99;178;120;125;3.476;3.663;38;39;16;30;60;73;76;90;13;19;5;9;11;10;297;482;0;0
2019;09. Moncloa-Aravaca;092. Argüelles;599;649;118;164;149;205;23;28;44;53;80;117;794;1.109;508;672;145;171;212;295;293;341;5.063;5.566;96;109;43;68;191;227;159;190;29;41;20;16;21;26;798;1.166;0;0
2019;09. Moncloa-Aravaca;093. Ciudad Universitaria;342;335;86;89;72;126;14;10;35;33;47;53;585;832;306;456;77;112;139;203;195;221;4.040;4.359;68;56;21;39;110;106;125;152;24;32;5;5;10;16;437;600;0;0
2019;09. Moncloa-Aravaca;094. Valdezarza;419;585;75;88;100;114;10;20;30;35;69;64;1.120;1.719;626;898;91;92;295;450;180;272;7.710;8.066;48;62;24;34;108;107;80;122;19;40;12;10;8;12;1.100;1.562;0;0
2019;09. Moncloa-Aravaca;095. Valdemarín;103;114;31;26;34;54;9;8;12;16;20;23;122;151;48;59;64;63;18;37;62;67;2.107;2.171;13;9;17;25;39;38;78;100;4;6;0;0;3;1;154;281;0;0
2019;09. Moncloa-Aravaca;096. El Plantío;51;59;8;11;14;26;4;2;2;4;9;13;54;73;23;31;27;25;6;10;27;42;842;889;7;5;1;8;19;17;25;35;3;1;1;2;1;3;87;132;0;0
2019;09. Moncloa-Aravaca;097. Aravaca;458;502;95;105;136;138;13;20;41;57;66;87;575;773;322;384;186;204;143;211;222;301;8.318;8.364;71;59;44;47;113;161;264;350;21;34;6;8;10;6;670;1.055;0;0
2019;10. Latina;10. Latina;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2019;10. Latina;10. Latina;3.521;4.481;407;437;558;807;96;93;182;242;252;331;8.177;11.366;5.916;7.914;570;620;3.037;4.488;1.227;1.644;54.929;56.835;326;418;125;162;647;674;490;602;142;165;72;84;115;136;10.751;14.520;1;3
2019;10. Latina;101. Los Cármenes;235;305;26;22;36;57;5;13;15;26;13;29;439;627;349;430;44;49;156;243;101;138;4.558;4.629;21;16;12;12;44;50;41;44;7;6;4;6;4;5;773;981;0;0
2019;10. Latina;102. Puerta del Ángel;636;752;96;87;129;190;23;20;45;54;65;78;1.075;1.587;824;1.151;125;109;373;576;229;333;8.937;9.365;80;107;25;43;135;147;113;136;27;34;11;15;16;24;2.177;2.927;0;0
2019;10. Latina;103. Lucero;438;611;54;66;78;108;9;11;27;26;30;43;1.057;1.471;809;1.106;73;94;341;544;183;236;8.585;8.812;39;43;24;16;88;104;60;78;23;24;8;11;14;12;1.867;2.427;0;1
2019;10. Latina;104. Aluche;949;1.278;85;116;154;240;19;19;32;58;76;90;2.847;3.998;1.866;2.565;150;152;950;1.406;349;478;14.035;14.649;73;86;32;46;155;170;126;153;37;55;12;15;24;35;3.075;4.181;1;1
2019;10. Latina;105. Campamento;353;410;66;54;41;41;22;9;28;37;18;27;644;930;466;545;46;72;330;416;132;141;3.870;3.993;56;65;11;15;75;59;45;49;17;21;22;21;27;33;874;1.240;0;0
